#    1E(low)     1E(High)     1A1    all in meV
     -58.17       20.14       37.03
     -87.18       93.12      -52.47
    -162.62      154.69       40.93
    -253.76      147.88       20.16
    -161.72      132.97      -40.51
     -39.01       16.20      -22.85
    -235.42      194.41     -121.36
    -236.01      214.71      -34.00
    -268.39      318.46      -16.72
    -178.31      199.51      -46.30
    -106.10      118.41      -69.74
     -83.28      135.71        7.85
    -108.67       25.01        0.30
    -131.70       43.42      -30.75
    -275.33      208.47      -77.47
    -177.52      135.89       65.83
    -155.57       53.73     -172.89
    -102.17       63.15      -71.81
    -130.93       54.06      -59.22
     -68.92        9.83      -39.34
    -205.79      152.86      -43.34
    -157.66      -35.79       18.39
     -77.72       69.13       -9.38
    -105.71       69.31      -52.74
    -140.71       20.60        5.07
    -157.40      180.96      -43.71
    -153.63      135.91      -29.75
    -149.23       99.92      -58.77
    -105.23       87.88      -71.15
     -90.34      -10.07     -114.24
    -159.85        3.11      -71.75
     -99.98      -33.58     -135.58
    -250.71      163.32     -110.26
    -163.46       69.88     -109.34
    -111.35        5.08       52.06
    -195.65       85.54      -15.86
    -151.61       76.59      -35.45
    -165.84       53.82       -5.31
     -85.52      -28.57     -104.12
    -115.76      118.13       36.25
    -127.91       27.35       57.26
    -264.85      308.07      -84.45
    -115.28      115.24     -101.14
    -163.48      103.69      -34.25
    -112.34      123.66      -52.69
    -263.62      207.70      -82.68
    -122.04      153.76       54.94
    -124.24      113.31      -53.92
    -143.63       81.50      140.88
    -132.51      105.45      -32.62
    -248.30      176.79      -60.06
     -68.91       61.53      -21.09
    -205.46      148.20      -21.56
    -140.81      183.26      -12.58
    -123.35       20.09       -1.30
    -308.03      162.16     -108.41
    -132.88      -23.17      -58.73
    -213.58      222.25      -23.63
     -68.74       36.97      -85.13
     -58.16      -31.86      -30.23
    -176.80       42.78      -56.63
    -124.25       -7.02      -41.11
     -74.65       37.24      -30.64
    -140.41      -16.80      -72.68
    -296.40      167.72      100.32
     -18.77       53.87       88.64
    -124.31      100.00      -25.72
     -76.70        6.72      -38.81
    -153.98       70.18      -77.01
    -193.47       -5.63      -86.38
    -244.39      208.53      -25.24
    -154.00        4.55     -154.21
    -201.78       78.21      -44.24
    -121.88       26.57      -94.16
     -97.78       -3.51      -27.82
    -239.67      150.92      -75.32
    -195.57       23.23     -178.45
     -62.57       60.91       13.53
     -73.02       11.92       77.52
    -103.67      126.15       -3.02
     -67.78       63.97       34.93
    -144.23      -23.57      -63.59
     -53.19       42.88       35.42
    -231.83       78.29      -82.98
    -242.77      121.82        9.38
    -137.86        7.56     -101.65
    -179.39      205.84       29.91
     -32.52       69.80      -15.48
     -25.10       16.91       -6.52
    -159.84      117.72      -36.92
    -197.30      125.83      -70.24
     -75.73       35.99       22.74
    -114.08       84.27       27.47
    -249.49      240.25       59.46
    -294.36      164.12      -31.94
    -257.00      189.44      -63.71
    -125.79       93.74      -28.75
    -202.03      158.18       18.27
    -112.64       82.95      -14.00
    -184.40       71.57      -37.13
    -129.73      229.44       73.34
    -232.28      161.54      -12.53
    -208.31      155.65       -2.93
    -172.17       88.20      -16.84
      11.11       29.62      103.17
    -189.20       92.94      -18.83
    -197.06       87.20      -28.55
    -122.22      -29.98       41.13
    -100.06       23.41       10.50
    -143.82        3.66     -115.70
